"preprocessing","split","age_category","imbalancing_method","predictor_method","define_recid_method","recidivism_prob"
"Method_C","6:4","raw_age_year","Female Only","final","5yr",0
"Method_A","7:3","raw_age_year","Female Only","final","5yr",0.000647981583847934
"Method_B","7:3","raw_age_year","Female Only","final","5yr",0.000647981583847934
"Method_C","7:3","raw_age_year","Female Only","final","5yr",0.000647981583847934
"Method_A","8:2","raw_age_year","Female Only","final","5yr",0.000747026317739596
"Method_B","8:2","raw_age_year","Female Only","final","5yr",0.000747026317739596
"Method_C","8:2","raw_age_year","Female Only","final","5yr",0.000747026317739596
"Method_A","1:2","age_cat_compas","Female Only","final","5yr",0.0516865889359256
"Method_B","1:2","age_cat_compas","Female Only","final","5yr",0.0516865889359256
"Method_C","1:2","age_cat_compas","Female Only","final","5yr",0.0516865889359256
"Method_A","6:4","age_cat_compas","Female Only","final","5yr",0
"Method_B","6:4","age_cat_compas","Female Only","final","5yr",0
"Method_C","6:4","age_cat_compas","Female Only","final","5yr",0
"Method_A","7:3","age_cat_compas","Female Only","final","5yr",0.000647981583847934
"Method_B","7:3","age_cat_compas","Female Only","final","5yr",0.000647981583847934
"Method_C","7:3","age_cat_compas","Female Only","final","5yr",0.000647981583847934
"Method_A","8:2","age_cat_compas","Female Only","final","5yr",0.000747026317739596
"Method_B","8:2","age_cat_compas","Female Only","final","5yr",0.000747026317739596
"Method_C","8:2","age_cat_compas","Female Only","final","5yr",0.000747026317739596
"Method_A","1:2","age_cat_nij","Female Only","final","5yr",0.0516865889359256
"Method_B","1:2","age_cat_nij","Female Only","final","5yr",0.0516865889359256
"Method_C","1:2","age_cat_nij","Female Only","final","5yr",0.0516865889359256
"Method_A","6:4","age_cat_nij","Female Only","final","5yr",0
"Method_B","6:4","age_cat_nij","Female Only","final","5yr",0
"Method_C","6:4","age_cat_nij","Female Only","final","5yr",0
"Method_A","7:3","age_cat_nij","Female Only","final","5yr",0.000647981583847934
"Method_B","7:3","age_cat_nij","Female Only","final","5yr",0.000647981583847934
"Method_C","7:3","age_cat_nij","Female Only","final","5yr",0.000647981583847934
"Method_A","8:2","age_cat_nij","Female Only","final","5yr",0.000747026317739596
"Method_B","8:2","age_cat_nij","Female Only","final","5yr",0.000747026317739596
"Method_C","8:2","age_cat_nij","Female Only","final","5yr",0.000747026317739596
"Method_A","1:2","raw_age_year","Weighting","final","5yr",0.0633957418730178
"Method_B","1:2","raw_age_year","Weighting","final","5yr",0.0633957418730178
"Method_C","1:2","raw_age_year","Weighting","final","5yr",0.0633957418730178
"Method_A","6:4","raw_age_year","Weighting","final","5yr",0.0374356512716669
"Method_B","6:4","raw_age_year","Weighting","final","5yr",0.0374356512716669
"Method_C","6:4","raw_age_year","Weighting","final","5yr",0.0374356512716669
"Method_A","7:3","raw_age_year","Weighting","final","5yr",0.0472651843015333
"Method_B","7:3","raw_age_year","Weighting","final","5yr",0.0472651843015333
"Method_C","7:3","raw_age_year","Weighting","final","5yr",0.0472651843015333
"Method_A","8:2","raw_age_year","Weighting","final","5yr",0.0526672731548381
"Method_B","8:2","raw_age_year","Weighting","final","5yr",0.0526672731548381
"Method_C","8:2","raw_age_year","Weighting","final","5yr",0.0526672731548381
"Method_A","1:2","age_cat_compas","Weighting","final","5yr",0.0633957418730178
"Method_B","1:2","age_cat_compas","Weighting","final","5yr",0.0633957418730178
"Method_C","1:2","age_cat_compas","Weighting","final","5yr",0.0633957418730178
"Method_A","6:4","age_cat_compas","Weighting","final","5yr",0.0374356512716669
"Method_B","6:4","age_cat_compas","Weighting","final","5yr",0.0374356512716669
"Method_C","6:4","age_cat_compas","Weighting","final","5yr",0.0374356512716669
"Method_A","7:3","age_cat_compas","Weighting","final","5yr",0.0472651843015333
"Method_B","7:3","age_cat_compas","Weighting","final","5yr",0.0472651843015333
"Method_C","7:3","age_cat_compas","Weighting","final","5yr",0.0472651843015333
"Method_A","8:2","age_cat_compas","Weighting","final","5yr",0.0526672731548381
"Method_B","8:2","age_cat_compas","Weighting","final","5yr",0.0526672731548381
"Method_C","8:2","age_cat_compas","Weighting","final","5yr",0.0526672731548381
"Method_A","1:2","age_cat_nij","Weighting","final","5yr",0.0633957418730178
"Method_B","1:2","age_cat_nij","Weighting","final","5yr",0.0633957418730178
"Method_C","1:2","age_cat_nij","Weighting","final","5yr",0.0633957418730178
"Method_A","6:4","age_cat_nij","Weighting","final","5yr",0.0374356512716669
"Method_B","6:4","age_cat_nij","Weighting","final","5yr",0.0374356512716669
"Method_C","6:4","age_cat_nij","Weighting","final","5yr",0.0374356512716669
"Method_A","7:3","age_cat_nij","Weighting","final","5yr",0.0472651843015333
"Method_B","7:3","age_cat_nij","Weighting","final","5yr",0.0472651843015333
"Method_C","7:3","age_cat_nij","Weighting","final","5yr",0.0472651843015333
"Method_A","8:2","age_cat_nij","Weighting","final","5yr",0.0526672731548381
"Method_B","8:2","age_cat_nij","Weighting","final","5yr",0.0526672731548381
"Method_C","8:2","age_cat_nij","Weighting","final","5yr",0.0526672731548381
"Method_A","1:2","raw_age_year","Undersampling","protected","5yr",0.183420257271735
"Method_B","1:2","raw_age_year","Undersampling","protected","5yr",0.183420257271735
"Method_C","1:2","raw_age_year","Undersampling","protected","5yr",0.183420257271735
"Method_A","6:4","raw_age_year","Undersampling","protected","5yr",0.128401615603112
"Method_B","6:4","raw_age_year","Undersampling","protected","5yr",0.128401615603112
"Method_C","6:4","raw_age_year","Undersampling","protected","5yr",0.128401615603112
"Method_A","7:3","raw_age_year","Undersampling","protected","5yr",0.167061760359903
"Method_B","7:3","raw_age_year","Undersampling","protected","5yr",0.167061760359903
"Method_C","7:3","raw_age_year","Undersampling","protected","5yr",0.167061760359903
"Method_A","8:2","raw_age_year","Undersampling","protected","5yr",0.1975258805637
"Method_B","8:2","raw_age_year","Undersampling","protected","5yr",0.1975258805637
"Method_C","8:2","raw_age_year","Undersampling","protected","5yr",0.1975258805637
"Method_A","1:2","age_cat_compas","Undersampling","protected","5yr",0.183420257271735
"Method_B","1:2","age_cat_compas","Undersampling","protected","5yr",0.183420257271735
"Method_C","1:2","age_cat_compas","Undersampling","protected","5yr",0.183420257271735
"Method_A","6:4","age_cat_compas","Undersampling","protected","5yr",0.128401615603112
"Method_B","6:4","age_cat_compas","Undersampling","protected","5yr",0.128401615603112
"Method_C","6:4","age_cat_compas","Undersampling","protected","5yr",0.128401615603112
"Method_A","7:3","age_cat_compas","Undersampling","protected","5yr",0.167061760359903
"Method_B","7:3","age_cat_compas","Undersampling","protected","5yr",0.167061760359903
"Method_C","7:3","age_cat_compas","Undersampling","protected","5yr",0.167061760359903
"Method_A","8:2","age_cat_compas","Undersampling","protected","5yr",0.1975258805637
"Method_B","8:2","age_cat_compas","Undersampling","protected","5yr",0.1975258805637
"Method_C","8:2","age_cat_compas","Undersampling","protected","5yr",0.1975258805637
"Method_A","1:2","age_cat_nij","Undersampling","protected","5yr",0.183420257271735
"Method_B","1:2","age_cat_nij","Undersampling","protected","5yr",0.183420257271735
"Method_C","1:2","age_cat_nij","Undersampling","protected","5yr",0.183420257271735
"Method_A","6:4","age_cat_nij","Undersampling","protected","5yr",0.128401615603112
"Method_B","6:4","age_cat_nij","Undersampling","protected","5yr",0.128401615603112
"Method_C","6:4","age_cat_nij","Undersampling","protected","5yr",0.128401615603112
"Method_A","7:3","age_cat_nij","Undersampling","protected","5yr",0.167061760359903
"Method_B","7:3","age_cat_nij","Undersampling","protected","5yr",0.167061760359903
"Method_C","7:3","age_cat_nij","Undersampling","protected","5yr",0.167061760359903
"Method_A","8:2","age_cat_nij","Undersampling","protected","5yr",0.1975258805637
"Method_B","8:2","age_cat_nij","Undersampling","protected","5yr",0.1975258805637
"Method_C","8:2","age_cat_nij","Undersampling","protected","5yr",0.1975258805637
"Method_A","1:2","raw_age_year","Oversampling","protected","5yr",0.226157045639366
"Method_B","1:2","raw_age_year","Oversampling","protected","5yr",0.226157045639366
"Method_C","1:2","raw_age_year","Oversampling","protected","5yr",0.226157045639366
"Method_A","6:4","raw_age_year","Oversampling","protected","5yr",0.167751585066727
"Method_B","6:4","raw_age_year","Oversampling","protected","5yr",0.167751585066727
"Method_C","6:4","raw_age_year","Oversampling","protected","5yr",0.167751585066727
"Method_A","7:3","raw_age_year","Oversampling","protected","5yr",0.197748134553939
"Method_B","7:3","raw_age_year","Oversampling","protected","5yr",0.197748134553939
"Method_C","7:3","raw_age_year","Oversampling","protected","5yr",0.197748134553939
"Method_A","8:2","raw_age_year","Oversampling","protected","5yr",0.2166036893367
"Method_B","8:2","raw_age_year","Oversampling","protected","5yr",0.2166036893367
"Method_C","8:2","raw_age_year","Oversampling","protected","5yr",0.2166036893367
"Method_A","1:2","age_cat_compas","Oversampling","protected","5yr",0.226157045639366
"Method_B","1:2","age_cat_compas","Oversampling","protected","5yr",0.226157045639366
"Method_C","1:2","age_cat_compas","Oversampling","protected","5yr",0.226157045639366
"Method_A","6:4","age_cat_compas","Oversampling","protected","5yr",0.167751585066727
"Method_B","6:4","age_cat_compas","Oversampling","protected","5yr",0.167751585066727
"Method_C","6:4","age_cat_compas","Oversampling","protected","5yr",0.167751585066727
"Method_A","7:3","age_cat_compas","Oversampling","protected","5yr",0.197748134553939
"Method_B","7:3","age_cat_compas","Oversampling","protected","5yr",0.197748134553939
"Method_C","7:3","age_cat_compas","Oversampling","protected","5yr",0.197748134553939
"Method_A","8:2","age_cat_compas","Oversampling","protected","5yr",0.2166036893367
"Method_B","8:2","age_cat_compas","Oversampling","protected","5yr",0.2166036893367
"Method_C","8:2","age_cat_compas","Oversampling","protected","5yr",0.2166036893367
"Method_A","1:2","age_cat_nij","Oversampling","protected","5yr",0.226157045639366
"Method_B","1:2","age_cat_nij","Oversampling","protected","5yr",0.226157045639366
"Method_C","1:2","age_cat_nij","Oversampling","protected","5yr",0.226157045639366
"Method_A","6:4","age_cat_nij","Oversampling","protected","5yr",0.167751585066727
"Method_B","6:4","age_cat_nij","Oversampling","protected","5yr",0.167751585066727
"Method_C","6:4","age_cat_nij","Oversampling","protected","5yr",0.167751585066727
"Method_A","7:3","age_cat_nij","Oversampling","protected","5yr",0.197748134553939
"Method_B","7:3","age_cat_nij","Oversampling","protected","5yr",0.197748134553939
"Method_C","7:3","age_cat_nij","Oversampling","protected","5yr",0.197748134553939
"Method_A","8:2","age_cat_nij","Oversampling","protected","5yr",0.2166036893367
"Method_B","8:2","age_cat_nij","Oversampling","protected","5yr",0.2166036893367
"Method_C","8:2","age_cat_nij","Oversampling","protected","5yr",0.2166036893367
"Method_A","1:2","raw_age_year","Male Only","protected","5yr",0.286206121638138
"Method_B","1:2","raw_age_year","Male Only","protected","5yr",0.286206121638138
"Method_C","1:2","raw_age_year","Male Only","protected","5yr",0.286206121638138
"Method_A","6:4","raw_age_year","Male Only","protected","5yr",0.288116062420282
"Method_B","6:4","raw_age_year","Male Only","protected","5yr",0.288116062420282
"Method_C","6:4","raw_age_year","Male Only","protected","5yr",0.288116062420282
"Method_A","7:3","raw_age_year","Male Only","protected","5yr",0.296420666559303
"Method_B","7:3","raw_age_year","Male Only","protected","5yr",0.296420666559303
"Method_C","7:3","raw_age_year","Male Only","protected","5yr",0.296420666559303
"Method_A","8:2","raw_age_year","Male Only","protected","5yr",0.286601813803862
"Method_B","8:2","raw_age_year","Male Only","protected","5yr",0.286601813803862
"Method_C","8:2","raw_age_year","Male Only","protected","5yr",0.286601813803862
"Method_A","1:2","age_cat_compas","Male Only","protected","5yr",0.286206121638138
"Method_B","1:2","age_cat_compas","Male Only","protected","5yr",0.286206121638138
"Method_C","1:2","age_cat_compas","Male Only","protected","5yr",0.286206121638138
"Method_A","6:4","age_cat_compas","Male Only","protected","5yr",0.288116062420282
"Method_B","6:4","age_cat_compas","Male Only","protected","5yr",0.288116062420282
"Method_C","6:4","age_cat_compas","Male Only","protected","5yr",0.288116062420282
"Method_A","7:3","age_cat_compas","Male Only","protected","5yr",0.296420666559303
"Method_B","7:3","age_cat_compas","Male Only","protected","5yr",0.296420666559303
"Method_C","7:3","age_cat_compas","Male Only","protected","5yr",0.296420666559303
"Method_A","8:2","age_cat_compas","Male Only","protected","5yr",0.286601813803862
"Method_B","8:2","age_cat_compas","Male Only","protected","5yr",0.286601813803862
"Method_C","8:2","age_cat_compas","Male Only","protected","5yr",0.286601813803862
"Method_A","1:2","age_cat_nij","Male Only","protected","5yr",0.286206121638138
"Method_B","1:2","age_cat_nij","Male Only","protected","5yr",0.286206121638138
"Method_C","1:2","age_cat_nij","Male Only","protected","5yr",0.286206121638138
"Method_A","6:4","age_cat_nij","Male Only","protected","5yr",0.288116062420282
"Method_B","6:4","age_cat_nij","Male Only","protected","5yr",0.288116062420282
"Method_C","6:4","age_cat_nij","Male Only","protected","5yr",0.288116062420282
"Method_A","7:3","age_cat_nij","Male Only","protected","5yr",0.296420666559303
"Method_B","7:3","age_cat_nij","Male Only","protected","5yr",0.296420666559303
"Method_C","7:3","age_cat_nij","Male Only","protected","5yr",0.296420666559303
"Method_A","8:2","age_cat_nij","Male Only","protected","5yr",0.286601813803862
"Method_B","8:2","age_cat_nij","Male Only","protected","5yr",0.286601813803862
"Method_C","8:2","age_cat_nij","Male Only","protected","5yr",0.286601813803862
"Method_A","1:2","raw_age_year","Female Only","protected","5yr",0.185315756118482
"Method_B","1:2","raw_age_year","Female Only","protected","5yr",0.185315756118482
"Method_C","1:2","raw_age_year","Female Only","protected","5yr",0.185315756118482
"Method_A","6:4","raw_age_year","Female Only","protected","5yr",0.0528146522953101
"Method_B","6:4","raw_age_year","Female Only","protected","5yr",0.0528146522953101
"Method_C","6:4","raw_age_year","Female Only","protected","5yr",0.0528146522953101
"Method_A","7:3","raw_age_year","Female Only","protected","5yr",0.132100410721646
"Method_B","7:3","raw_age_year","Female Only","protected","5yr",0.132100410721646
"Method_C","7:3","raw_age_year","Female Only","protected","5yr",0.132100410721646
"Method_A","8:2","raw_age_year","Female Only","protected","5yr",0.170572385452566
"Method_B","8:2","raw_age_year","Female Only","protected","5yr",0.170572385452566
"Method_C","8:2","raw_age_year","Female Only","protected","5yr",0.170572385452566
"Method_A","1:2","age_cat_compas","Female Only","protected","5yr",0.185315756118482
"Method_B","1:2","age_cat_compas","Female Only","protected","5yr",0.185315756118482
"Method_C","1:2","age_cat_compas","Female Only","protected","5yr",0.185315756118482
"Method_A","6:4","age_cat_compas","Female Only","protected","5yr",0.0528146522953101
"Method_B","6:4","age_cat_compas","Female Only","protected","5yr",0.0528146522953101
"Method_C","6:4","age_cat_compas","Female Only","protected","5yr",0.0528146522953101
"Method_A","7:3","age_cat_compas","Female Only","protected","5yr",0.132100410721646
"Method_B","7:3","age_cat_compas","Female Only","protected","5yr",0.132100410721646
"Method_C","7:3","age_cat_compas","Female Only","protected","5yr",0.132100410721646
"Method_A","8:2","age_cat_compas","Female Only","protected","5yr",0.170572385452566
"Method_B","8:2","age_cat_compas","Female Only","protected","5yr",0.170572385452566
"Method_C","8:2","age_cat_compas","Female Only","protected","5yr",0.170572385452566
